tiempo_inicio,tiempo_fin,user_id,tipo_solicitud,texto_solicitud,caracteristicas,demanda_predicha,servidor_asignado
2024-12-21 01:31:34,2024-12-21 01:31:35,user_avanzado_2,compleja,Predicciones de mercado,"{'longitud': 23, 'tipo': 'simple'}",0,encolada
2024-12-21 01:31:36,2024-12-21 01:31:36,user_avanzado_3,compleja,Predicciones de mercado,"{'longitud': 23, 'tipo': 'simple'}",0,encolada
2024-12-21 01:31:36,2024-12-21 01:31:37,user_basico_2,simple,Información de contacto,"{'longitud': 23, 'tipo': 'simple'}",0,encolada
2024-12-21 01:31:37,2024-12-21 01:31:38,user_intermedio_3,simple,Ejecución de script simple,"{'longitud': 26, 'tipo': 'simple'}",0,encolada
2024-12-21 01:31:38,2024-12-21 01:31:38,user_avanzado_2,codigo,Ejecución de código Python complejo,"{'longitud': 35, 'tipo': 'codigo'}",0,encolada
2024-12-21 01:31:40,2024-12-21 01:31:40,user_avanzado_1,compleja,Análisis avanzado de datos,"{'longitud': 26, 'tipo': 'compleja'}",0,encolada
2024-12-21 01:31:40,2024-12-21 01:31:40,user_intermedio_1,simple,Duda sobre la factura,"{'longitud': 21, 'tipo': 'simple'}",0,encolada
2024-12-21 01:31:40,2024-12-21 01:31:41,user_basico_2,simple,Consulta general,"{'longitud': 16, 'tipo': 'simple'}",0,encolada
2024-12-21 01:31:41,2024-12-21 01:31:41,user_avanzado_1,codigo,Integración de API avanzada,"{'longitud': 27, 'tipo': 'simple'}",0,encolada
2024-12-21 01:31:42,2024-12-21 01:31:42,user_intermedio_1,simple,Consulta sobre mi plan,"{'longitud': 22, 'tipo': 'simple'}",0,encolada
2024-12-21 01:31:43,2024-12-21 01:31:43,user_avanzado_1,compleja,Análisis avanzado de datos,"{'longitud': 26, 'tipo': 'compleja'}",0,encolada
2024-12-21 01:31:43,2024-12-21 01:31:43,user_intermedio_2,simple,Prueba de API,"{'longitud': 13, 'tipo': 'simple'}",0,encolada
2024-12-21 01:31:43,2024-12-21 01:31:43,user_basico_3,simple,Información de contacto,"{'longitud': 23, 'tipo': 'simple'}",0,encolada
2024-12-21 01:31:44,2024-12-21 01:31:45,user_avanzado_1,compleja,Optimización de modelo de ML,"{'longitud': 28, 'tipo': 'simple'}",0,encolada
2024-12-21 01:31:45,2024-12-21 01:31:45,user_intermedio_3,simple,Ejecución de script simple,"{'longitud': 26, 'tipo': 'simple'}",0,encolada
2024-12-21 01:31:46,2024-12-21 01:31:46,user_avanzado_2,compleja,Informe de rendimiento personalizado,"{'longitud': 36, 'tipo': 'simple'}",0,encolada
2024-12-21 01:31:46,2024-12-21 01:31:46,user_intermedio_3,simple,Cambiar mi suscripción,"{'longitud': 22, 'tipo': 'simple'}",0,encolada
2024-12-21 01:31:47,2024-12-21 01:31:48,user_avanzado_1,codigo,Automatización de tareas con scripts,"{'longitud': 36, 'tipo': 'simple'}",0,encolada
2024-12-21 01:31:48,2024-12-21 01:31:48,user_basico_2,simple,Duda sobre el servicio,"{'longitud': 22, 'tipo': 'simple'}",0,encolada
2024-12-21 01:31:48,2024-12-21 01:31:48,user_intermedio_1,simple,Informe de uso del último mes,"{'longitud': 29, 'tipo': 'simple'}",0,encolada
2024-12-21 01:31:49,2024-12-21 01:31:49,user_avanzado_1,compleja,Predicciones de mercado,"{'longitud': 23, 'tipo': 'simple'}",0,encolada
2024-12-21 01:31:50,2024-12-21 01:31:50,user_intermedio_1,simple,Prueba de API,"{'longitud': 13, 'tipo': 'simple'}",0,encolada
2024-12-21 01:31:50,2024-12-21 01:31:51,user_avanzado_2,codigo,Depuración de código,"{'longitud': 20, 'tipo': 'codigo'}",0,encolada
2024-12-21 01:31:50,2024-12-21 01:31:51,user_basico_2,simple,Duda sobre el servicio,"{'longitud': 22, 'tipo': 'simple'}",0,encolada
2024-12-21 01:31:52,2024-12-21 01:31:53,user_intermedio_1,simple,Ejecución de script simple,"{'longitud': 26, 'tipo': 'simple'}",0,encolada
2024-12-21 01:31:52,2024-12-21 01:31:53,user_avanzado_2,compleja,Informe de rendimiento personalizado,"{'longitud': 36, 'tipo': 'simple'}",0,encolada
2024-12-21 01:31:54,2024-12-21 01:31:54,user_intermedio_1,simple,Duda sobre la factura,"{'longitud': 21, 'tipo': 'simple'}",0,encolada
2024-12-21 01:31:54,2024-12-21 01:31:54,user_avanzado_1,codigo,Integración de API avanzada,"{'longitud': 27, 'tipo': 'simple'}",0,encolada
2024-12-21 01:31:55,2024-12-21 01:31:55,user_basico_1,simple,Información de contacto,"{'longitud': 23, 'tipo': 'simple'}",0,encolada
2024-12-21 01:31:55,2024-12-21 01:31:56,user_avanzado_3,codigo,Ejecución de código Python complejo,"{'longitud': 35, 'tipo': 'codigo'}",0,encolada
2024-12-21 01:31:56,2024-12-21 01:31:56,user_intermedio_1,simple,Informe de uso del último mes,"{'longitud': 29, 'tipo': 'simple'}",0,encolada
2024-12-21 01:31:57,2024-12-21 01:31:57,user_avanzado_1,compleja,Optimización de modelo de ML,"{'longitud': 28, 'tipo': 'simple'}",0,encolada
2024-12-21 01:31:58,2024-12-21 01:31:59,user_avanzado_3,compleja,Predicciones de mercado,"{'longitud': 23, 'tipo': 'simple'}",0,encolada
2024-12-21 01:31:59,2024-12-21 01:31:59,user_intermedio_2,simple,Ejecución de script simple,"{'longitud': 26, 'tipo': 'simple'}",0,encolada
2024-12-21 01:32:00,2024-12-21 01:32:00,user_basico_3,simple,Duda sobre el servicio,"{'longitud': 22, 'tipo': 'simple'}",0,encolada
2024-12-21 01:32:00,2024-12-21 01:32:00,user_avanzado_2,codigo,Ejecución de código Python complejo,"{'longitud': 35, 'tipo': 'codigo'}",0,encolada
2024-12-21 01:32:01,2024-12-21 01:32:01,user_intermedio_2,simple,Solicitud de integración con API,"{'longitud': 32, 'tipo': 'simple'}",0,encolada
2024-12-21 01:32:02,2024-12-21 01:32:02,user_avanzado_1,compleja,Análisis avanzado de datos,"{'longitud': 26, 'tipo': 'compleja'}",0,encolada
2024-12-21 01:32:03,2024-12-21 01:32:03,user_basico_1,simple,Duda sobre el servicio,"{'longitud': 22, 'tipo': 'simple'}",0,encolada
2024-12-21 01:32:03,2024-12-21 01:32:03,user_avanzado_3,compleja,Predicciones de mercado,"{'longitud': 23, 'tipo': 'simple'}",0,encolada
2024-12-21 01:32:04,2024-12-21 01:32:04,user_intermedio_3,simple,Ejecución de script simple,"{'longitud': 26, 'tipo': 'simple'}",0,encolada
2024-12-21 01:32:04,2024-12-21 01:32:04,user_avanzado_1,compleja,Optimización de modelo de ML,"{'longitud': 28, 'tipo': 'simple'}",0,encolada
2024-12-21 01:32:05,2024-12-21 01:32:06,user_avanzado_1,compleja,Análisis avanzado de datos,"{'longitud': 26, 'tipo': 'compleja'}",0,encolada
2024-12-21 01:32:07,2024-12-21 01:32:07,user_intermedio_3,simple,Prueba de API,"{'longitud': 13, 'tipo': 'simple'}",0,encolada
2024-12-21 01:32:07,2024-12-21 01:32:07,user_avanzado_1,codigo,Integración de API avanzada,"{'longitud': 27, 'tipo': 'simple'}",0,encolada
2024-12-21 01:32:07,2024-12-21 01:32:08,user_basico_3,simple,Duda sobre el servicio,"{'longitud': 22, 'tipo': 'simple'}",0,encolada
2024-12-21 01:32:09,2024-12-21 01:32:09,user_avanzado_2,compleja,Análisis avanzado de datos,"{'longitud': 26, 'tipo': 'compleja'}",0,encolada
2024-12-21 01:32:09,2024-12-21 01:32:10,user_intermedio_3,simple,Duda sobre la factura,"{'longitud': 21, 'tipo': 'simple'}",0,encolada
2024-12-21 01:32:10,2024-12-21 01:32:10,user_avanzado_3,codigo,Integración de API avanzada,"{'longitud': 27, 'tipo': 'simple'}",0,encolada
2024-12-21 01:32:11,2024-12-21 01:32:12,user_avanzado_2,codigo,Integración de API avanzada,"{'longitud': 27, 'tipo': 'simple'}",0,encolada
2024-12-21 01:32:12,2024-12-21 01:32:12,user_basico_3,simple,Información de contacto,"{'longitud': 23, 'tipo': 'simple'}",0,encolada
2024-12-21 01:32:12,2024-12-21 01:32:13,user_intermedio_3,simple,Solicitud de integración con API,"{'longitud': 32, 'tipo': 'simple'}",0,encolada
2024-12-21 01:32:13,2024-12-21 01:32:13,user_avanzado_1,compleja,Optimización de modelo de ML,"{'longitud': 28, 'tipo': 'simple'}",0,encolada
2024-12-21 01:32:14,2024-12-21 01:32:14,user_avanzado_2,codigo,Integración de API avanzada,"{'longitud': 27, 'tipo': 'simple'}",0,encolada
2024-12-21 01:32:15,2024-12-21 01:32:15,user_intermedio_1,simple,Prueba de API,"{'longitud': 13, 'tipo': 'simple'}",0,encolada
2024-12-21 01:32:15,2024-12-21 01:32:16,user_avanzado_2,compleja,Predicciones de mercado,"{'longitud': 23, 'tipo': 'simple'}",0,encolada
2024-12-21 01:32:16,2024-12-21 01:32:17,user_avanzado_1,compleja,Predicciones de mercado,"{'longitud': 23, 'tipo': 'simple'}",0,encolada
2024-12-21 01:32:16,2024-12-21 01:32:17,user_basico_3,simple,Información de contacto,"{'longitud': 23, 'tipo': 'simple'}",0,encolada
2024-12-21 01:32:16,2024-12-21 01:32:17,user_intermedio_3,simple,Informe de uso del último mes,"{'longitud': 29, 'tipo': 'simple'}",0,encolada
2024-12-21 01:32:18,2024-12-21 01:32:18,user_avanzado_1,codigo,Depuración de código,"{'longitud': 20, 'tipo': 'codigo'}",0,encolada
2024-12-21 01:32:18,2024-12-21 01:32:18,user_intermedio_1,simple,Consulta sobre mi plan,"{'longitud': 22, 'tipo': 'simple'}",0,encolada
2024-12-21 01:32:19,2024-12-21 01:32:19,user_avanzado_2,compleja,Análisis avanzado de datos,"{'longitud': 26, 'tipo': 'compleja'}",0,encolada
2024-12-21 01:32:20,2024-12-21 01:32:20,user_basico_2,simple,Consulta general,"{'longitud': 16, 'tipo': 'simple'}",0,encolada
2024-12-21 01:32:20,2024-12-21 01:32:21,user_avanzado_3,compleja,Predicciones de mercado,"{'longitud': 23, 'tipo': 'simple'}",0,encolada
2024-12-21 01:32:21,2024-12-21 01:32:21,user_intermedio_1,simple,Duda sobre la factura,"{'longitud': 21, 'tipo': 'simple'}",0,encolada
2024-12-21 01:32:22,2024-12-21 01:32:22,user_avanzado_3,codigo,Depuración de código,"{'longitud': 20, 'tipo': 'codigo'}",0,encolada
2024-12-21 01:32:23,2024-12-21 01:32:23,user_intermedio_2,simple,Cambiar mi suscripción,"{'longitud': 22, 'tipo': 'simple'}",0,encolada
2024-12-21 01:32:23,2024-12-21 01:32:23,user_avanzado_2,codigo,Automatización de tareas con scripts,"{'longitud': 36, 'tipo': 'simple'}",0,encolada
2024-12-21 01:32:24,2024-12-21 01:32:24,user_basico_3,simple,Duda sobre el servicio,"{'longitud': 22, 'tipo': 'simple'}",0,encolada
2024-12-21 01:32:24,2024-12-21 01:32:25,user_avanzado_2,codigo,Depuración de código,"{'longitud': 20, 'tipo': 'codigo'}",0,encolada
2024-12-21 01:32:25,2024-12-21 01:32:25,user_intermedio_1,simple,Ejecución de script simple,"{'longitud': 26, 'tipo': 'simple'}",0,encolada
2024-12-21 01:32:25,2024-12-21 01:32:26,user_avanzado_1,compleja,Predicciones de mercado,"{'longitud': 23, 'tipo': 'simple'}",0,encolada
2024-12-21 01:32:27,2024-12-21 01:32:27,user_avanzado_1,codigo,Ejecución de código Python complejo,"{'longitud': 35, 'tipo': 'codigo'}",0,encolada
2024-12-21 01:32:27,2024-12-21 01:32:28,user_basico_1,simple,Información de contacto,"{'longitud': 23, 'tipo': 'simple'}",0,encolada
2024-12-21 01:32:28,2024-12-21 01:32:28,user_intermedio_1,simple,Cambiar mi suscripción,"{'longitud': 22, 'tipo': 'simple'}",0,encolada
2024-12-21 01:32:28,2024-12-21 01:32:29,user_avanzado_2,codigo,Depuración de código,"{'longitud': 20, 'tipo': 'codigo'}",0,encolada
2024-12-21 01:32:30,2024-12-21 01:32:30,user_avanzado_3,codigo,Depuración de código,"{'longitud': 20, 'tipo': 'codigo'}",0,encolada
2024-12-21 01:32:31,2024-12-21 01:32:31,user_intermedio_2,simple,Consulta sobre mi plan,"{'longitud': 22, 'tipo': 'simple'}",0,encolada
2024-12-21 01:32:31,2024-12-21 01:32:32,user_avanzado_2,compleja,Optimización de modelo de ML,"{'longitud': 28, 'tipo': 'simple'}",0,encolada
2024-12-21 01:32:31,2024-12-21 01:32:32,user_basico_1,simple,Información de contacto,"{'longitud': 23, 'tipo': 'simple'}",0,encolada
2024-12-21 01:32:33,2024-12-21 01:32:33,user_avanzado_2,codigo,Automatización de tareas con scripts,"{'longitud': 36, 'tipo': 'simple'}",0,encolada
2024-12-21 01:32:34,2024-12-21 01:32:34,user_avanzado_2,compleja,Predicciones de mercado,"{'longitud': 23, 'tipo': 'simple'}",0,encolada
2024-12-21 01:32:34,2024-12-21 01:32:34,user_intermedio_3,simple,Duda sobre la factura,"{'longitud': 21, 'tipo': 'simple'}",0,encolada
2024-12-21 01:32:35,2024-12-21 01:32:36,user_avanzado_3,compleja,Optimización de modelo de ML,"{'longitud': 28, 'tipo': 'simple'}",0,encolada
2024-12-21 01:32:37,2024-12-21 01:32:37,user_basico_2,simple,Consulta general,"{'longitud': 16, 'tipo': 'simple'}",0,encolada
2024-12-21 01:32:37,2024-12-21 01:32:37,user_avanzado_2,compleja,Informe de rendimiento personalizado,"{'longitud': 36, 'tipo': 'simple'}",0,encolada
2024-12-21 01:32:37,2024-12-21 01:32:37,user_intermedio_3,simple,Informe de uso del último mes,"{'longitud': 29, 'tipo': 'simple'}",0,encolada
2024-12-21 01:32:38,2024-12-21 01:32:38,user_avanzado_2,compleja,Predicciones de mercado,"{'longitud': 23, 'tipo': 'simple'}",0,encolada
2024-12-21 01:32:39,2024-12-21 01:32:40,user_avanzado_2,compleja,Informe de rendimiento personalizado,"{'longitud': 36, 'tipo': 'simple'}",0,encolada
2024-12-21 01:32:40,2024-12-21 01:32:40,user_intermedio_3,simple,Consulta sobre mi plan,"{'longitud': 22, 'tipo': 'simple'}",0,encolada
2024-12-21 01:32:40,2024-12-21 01:32:40,user_basico_2,simple,Información de contacto,"{'longitud': 23, 'tipo': 'simple'}",0,encolada
2024-12-21 01:32:41,2024-12-21 01:32:41,user_avanzado_2,compleja,Análisis avanzado de datos,"{'longitud': 26, 'tipo': 'compleja'}",0,encolada
2024-12-21 01:32:42,2024-12-21 01:32:42,user_avanzado_3,codigo,Integración de API avanzada,"{'longitud': 27, 'tipo': 'simple'}",0,encolada
2024-12-21 01:32:43,2024-12-21 01:32:43,user_intermedio_1,simple,Duda sobre la factura,"{'longitud': 21, 'tipo': 'simple'}",0,encolada
2024-12-21 01:32:43,2024-12-21 01:32:43,user_avanzado_1,compleja,Optimización de modelo de ML,"{'longitud': 28, 'tipo': 'simple'}",0,encolada
2024-12-21 01:32:44,2024-12-21 01:32:44,user_avanzado_3,codigo,Depuración de código,"{'longitud': 20, 'tipo': 'codigo'}",0,encolada
2024-12-21 01:32:44,2024-12-21 01:32:45,user_intermedio_2,simple,Análisis de datos de mi cuenta,"{'longitud': 30, 'tipo': 'compleja'}",0,encolada
2024-12-21 01:32:45,2024-12-21 01:32:45,user_basico_3,simple,Información de contacto,"{'longitud': 23, 'tipo': 'simple'}",0,encolada
2024-12-21 01:32:46,2024-12-21 01:32:46,user_avanzado_1,compleja,Informe de rendimiento personalizado,"{'longitud': 36, 'tipo': 'simple'}",0,encolada
2024-12-21 01:32:47,2024-12-21 01:32:47,user_basico_1,simple,Información de contacto,"{'longitud': 23, 'tipo': 'simple'}",0,encolada
2024-12-21 01:32:47,2024-12-21 01:32:48,user_avanzado_3,codigo,Automatización de tareas con scripts,"{'longitud': 36, 'tipo': 'simple'}",0,encolada
2024-12-21 01:32:47,2024-12-21 01:32:48,user_intermedio_1,simple,Cambiar mi suscripción,"{'longitud': 22, 'tipo': 'simple'}",0,encolada
2024-12-21 01:32:48,2024-12-21 01:32:49,user_avanzado_2,compleja,Predicciones de mercado,"{'longitud': 23, 'tipo': 'simple'}",0,encolada
2024-12-21 01:32:49,2024-12-21 01:32:50,user_intermedio_1,simple,Análisis de datos de mi cuenta,"{'longitud': 30, 'tipo': 'compleja'}",0,encolada
2024-12-21 01:32:50,2024-12-21 01:32:50,user_avanzado_3,compleja,Predicciones de mercado,"{'longitud': 23, 'tipo': 'simple'}",0,encolada
2024-12-21 01:32:50,2024-12-21 01:32:50,user_basico_2,simple,Información de contacto,"{'longitud': 23, 'tipo': 'simple'}",0,encolada
2024-12-21 01:32:51,2024-12-21 01:32:51,user_avanzado_2,compleja,Análisis avanzado de datos,"{'longitud': 26, 'tipo': 'compleja'}",0,encolada
2024-12-21 01:32:52,2024-12-21 01:32:53,user_avanzado_1,compleja,Informe de rendimiento personalizado,"{'longitud': 36, 'tipo': 'simple'}",0,encolada
2024-12-21 01:32:53,2024-12-21 01:32:53,user_intermedio_3,simple,Cambiar mi suscripción,"{'longitud': 22, 'tipo': 'simple'}",0,encolada
2024-12-21 01:32:54,2024-12-21 01:32:54,user_avanzado_3,compleja,Predicciones de mercado,"{'longitud': 23, 'tipo': 'simple'}",0,encolada
2024-12-21 01:32:54,2024-12-21 01:32:54,user_basico_1,simple,Duda sobre el servicio,"{'longitud': 22, 'tipo': 'simple'}",0,encolada
2024-12-21 01:32:55,2024-12-21 01:32:55,user_intermedio_3,simple,Solicitud de integración con API,"{'longitud': 32, 'tipo': 'simple'}",0,encolada
2024-12-21 01:32:55,2024-12-21 01:32:56,user_avanzado_2,compleja,Optimización de modelo de ML,"{'longitud': 28, 'tipo': 'simple'}",0,encolada
2024-12-21 01:32:56,2024-12-21 01:32:57,user_avanzado_3,codigo,Ejecución de código Python complejo,"{'longitud': 35, 'tipo': 'codigo'}",0,encolada
2024-12-21 01:32:58,2024-12-21 01:32:58,user_avanzado_1,codigo,Depuración de código,"{'longitud': 20, 'tipo': 'codigo'}",0,encolada
2024-12-21 01:32:58,2024-12-21 01:32:58,user_intermedio_2,simple,Ejecución de script simple,"{'longitud': 26, 'tipo': 'simple'}",0,encolada
2024-12-21 01:32:59,2024-12-21 01:32:59,user_avanzado_1,compleja,Análisis avanzado de datos,"{'longitud': 26, 'tipo': 'compleja'}",0,encolada
2024-12-21 01:32:59,2024-12-21 01:33:00,user_basico_2,simple,Duda sobre el servicio,"{'longitud': 22, 'tipo': 'simple'}",0,encolada
2024-12-21 01:33:00,2024-12-21 01:33:00,user_intermedio_1,simple,Duda sobre la factura,"{'longitud': 21, 'tipo': 'simple'}",0,encolada
2024-12-21 01:33:01,2024-12-21 01:33:01,user_avanzado_3,codigo,Integración de API avanzada,"{'longitud': 27, 'tipo': 'simple'}",0,encolada
2024-12-21 01:33:02,2024-12-21 01:33:02,user_intermedio_2,simple,Consulta sobre mi plan,"{'longitud': 22, 'tipo': 'simple'}",0,encolada
2024-12-21 01:33:02,2024-12-21 01:33:02,user_basico_2,simple,Información de contacto,"{'longitud': 23, 'tipo': 'simple'}",0,encolada
2024-12-21 01:33:02,2024-12-21 01:33:03,user_avanzado_1,compleja,Informe de rendimiento personalizado,"{'longitud': 36, 'tipo': 'simple'}",0,encolada
2024-12-21 01:33:04,2024-12-21 01:33:04,user_intermedio_1,simple,Informe de uso del último mes,"{'longitud': 29, 'tipo': 'simple'}",0,encolada
2024-12-21 01:33:04,2024-12-21 01:33:05,user_avanzado_3,codigo,Ejecución de código Python complejo,"{'longitud': 35, 'tipo': 'codigo'}",0,encolada
2024-12-21 01:33:06,2024-12-21 01:33:06,user_intermedio_3,simple,Prueba de API,"{'longitud': 13, 'tipo': 'simple'}",0,encolada
2024-12-21 01:33:06,2024-12-21 01:33:06,user_avanzado_1,codigo,Integración de API avanzada,"{'longitud': 27, 'tipo': 'simple'}",0,encolada
